Komoditas (Rp),Tanggal,Harga,Wilayah,Bulan,Tahun,Hari_Dalam_Minggu,Musim_Hujan,Suhu_Rata2_C,Curah_Hujan_mm,Radiasi_Matahari_MJm2,Kecepatan_Angin_Max_kmh,Hujan_Lag30,Hujan_Lag60,Suhu_Lag30,Suhu_Lag60,Rata_Hujan_30Hari,Rata_Suhu_30Hari,Harga_Kemarin,Harga_Minggu_Lalu
Cabai Merah,2024-08-28,48500.0,Bukittinggi,8,2024,2,0,21.9,0.2,17.77,9.7,1.1,1.0,20.9,22.5,5.983333333333334,21.166666666666668,48500.0,52500.0
Cabai Merah,2024-08-29,48500.0,Bukittinggi,8,2024,3,0,21.4,1.4,21.59,8.0,0.0,15.6,21.5,21.4,6.03,21.163333333333338,48500.0,49500.0
Cabai Merah,2024-08-30,48500.0,Bukittinggi,8,2024,4,0,21.7,4.8,19.35,10.0,0.5,1.0,21.3,21.7,6.173333333333334,21.176666666666666,48500.0,48500.0
Cabai Merah,2024-09-02,48500.0,Bukittinggi,9,2024,0,0,22.0,1.1,19.72,9.0,0.0,0.4,22.1,21.8,6.21,21.173333333333332,48500.0,48500.0
Cabai Merah,2024-09-03,48500.0,Bukittinggi,9,2024,1,0,22.1,0.5,21.74,11.2,0.2,18.5,22.0,21.7,6.22,21.176666666666666,48500.0,48500.0
Cabai Merah,2024-09-04,46750.0,Bukittinggi,9,2024,2,0,21.0,10.2,11.7,7.6,0.0,2.0,21.9,21.5,6.5600000000000005,21.146666666666665,48500.0,48500.0
Cabai Merah,2024-09-05,46750.0,Bukittinggi,9,2024,3,0,21.2,5.5,16.49,9.3,0.0,5.5,21.6,21.5,6.743333333333334,21.133333333333333,46750.0,48500.0
Cabai Merah,2024-09-06,46750.0,Bukittinggi,9,2024,4,0,21.6,8.7,19.08,7.4,0.0,6.5,21.1,21.6,7.033333333333333,21.15,46750.0,48500.0
Cabai Merah,2024-09-09,41250.0,Bukittinggi,9,2024,0,0,21.1,4.6,14.43,12.6,11.3,13.1,21.0,21.4,6.81,21.153333333333332,46750.0,48500.0
Cabai Merah,2024-09-10,40000.0,Bukittinggi,9,2024,1,0,21.8,0.6,13.67,5.6,1.6,5.1,21.6,20.9,6.776666666666666,21.160000000000004,41250.0,48500.0
Cabai Merah,2024-09-11,38750.0,Bukittinggi,9,2024,2,0,21.6,0.9,18.71,8.2,2.7,7.8,21.3,21.4,6.716666666666667,21.169999999999998,40000.0,48500.0
Cabai Merah,2024-09-12,38750.0,Bukittinggi,9,2024,3,0,21.4,1.3,15.36,10.9,4.5,4.0,21.5,21.3,6.61,21.166666666666668,38750.0,48500.0
Cabai Merah,2024-09-13,38750.0,Bukittinggi,9,2024,4,0,21.2,4.8,19.39,12.4,12.4,11.1,21.2,20.8,6.3566666666666665,21.166666666666668,38750.0,46750.0
Cabai Merah,2024-09-16,38750.0,Bukittinggi,9,2024,0,0,21.1,3.4,13.37,19.8,11.8,1.2,20.5,21.5,6.076666666666666,21.186666666666667,38750.0,46750.0
Cabai Merah,2024-09-17,36500.0,Bukittinggi,9,2024,1,0,20.4,31.9,7.3,22.5,13.9,1.3,20.6,21.9,6.676666666666667,21.18,38750.0,46750.0
Cabai Merah,2024-09-18,38750.0,Bukittinggi,9,2024,2,0,20.6,4.3,16.96,21.6,9.2,3.4,20.9,21.5,6.513333333333333,21.17,36500.0,41250.0
Cabai Merah,2024-09-19,40000.0,Bukittinggi,9,2024,3,0,20.9,1.3,21.12,16.8,0.6,3.2,21.2,21.2,6.536666666666666,21.16,38750.0,40000.0
Cabai Merah,2024-09-20,40000.0,Bukittinggi,9,2024,4,0,21.4,0.8,20.78,18.0,3.7,5.7,21.5,21.4,6.44,21.156666666666663,40000.0,38750.0
Cabai Merah,2024-09-23,37750.0,Bukittinggi,9,2024,0,0,22.6,0.3,23.29,7.7,0.0,1.5,21.4,21.3,6.45,21.196666666666665,40000.0,38750.0
Cabai Merah,2024-09-24,36750.0,Bukittinggi,9,2024,1,0,21.9,9.0,20.79,8.0,1.0,5.4,21.3,21.6,6.716666666666667,21.216666666666665,37750.0,38750.0
Cabai Merah,2024-09-25,32250.0,Bukittinggi,9,2024,2,0,21.5,3.8,19.92,8.8,5.4,0.8,21.4,22.4,6.663333333333333,21.219999999999995,36750.0,38750.0
Cabai Merah,2024-09-26,32250.0,Bukittinggi,9,2024,3,0,20.7,2.4,10.22,9.0,12.0,5.7,20.6,21.7,6.343333333333334,21.223333333333336,32250.0,36500.0
Cabai Merah,2024-09-27,32250.0,Bukittinggi,9,2024,4,0,21.6,12.1,18.91,7.8,20.5,3.1,20.9,21.1,6.0633333333333335,21.246666666666666,32250.0,38750.0
Cabai Merah,2024-09-30,32250.0,Bukittinggi,9,2024,0,0,20.9,5.1,16.6,9.4,12.2,0.5,20.8,21.7,5.826666666666666,21.25,32250.0,40000.0
Cabai Merah,2024-10-01,32250.0,Bukittinggi,10,2024,1,1,20.8,17.4,15.25,10.4,11.5,7.1,19.9,21.7,6.0233333333333325,21.279999999999998,32250.0,40000.0
Cabai Merah,2024-10-02,34750.0,Bukittinggi,10,2024,2,1,20.8,35.0,17.8,9.6,1.4,0.6,21.0,20.9,7.1433333333333335,21.273333333333333,32250.0,37750.0
Cabai Merah,2024-10-03,38750.0,Bukittinggi,10,2024,3,1,20.7,9.6,16.51,13.5,8.8,0.5,20.8,21.5,7.17,21.269999999999996,34750.0,36750.0
Cabai Merah,2024-10-04,37500.0,Bukittinggi,10,2024,4,1,20.7,25.2,13.69,9.8,13.9,1.5,20.8,20.6,7.546666666666666,21.266666666666666,38750.0,32250.0
Cabai Merah,2024-10-07,38750.0,Bukittinggi,10,2024,0,1,21.4,14.0,19.08,11.0,14.6,0.2,20.6,21.2,7.526666666666666,21.293333333333333,37500.0,32250.0
Cabai Merah,2024-10-08,38750.0,Bukittinggi,10,2024,1,1,21.8,0.8,24.85,11.2,5.6,1.3,20.8,21.3,7.366666666666666,21.326666666666668,38750.0,32250.0
Cabai Merah,2024-10-09,38750.0,Bukittinggi,10,2024,2,1,21.5,11.8,22.13,9.8,0.2,1.1,21.9,20.9,7.753333333333332,21.313333333333336,38750.0,32250.0
Cabai Merah,2024-10-10,38750.0,Bukittinggi,10,2024,3,1,20.9,26.9,14.94,10.6,1.4,0.0,21.4,21.5,8.603333333333333,21.296666666666667,38750.0,32250.0
Cabai Merah,2024-10-11,38750.0,Bukittinggi,10,2024,4,1,21.2,29.6,15.24,6.8,4.8,0.5,21.7,21.3,9.43,21.279999999999998,38750.0,34750.0
Cabai Merah,2024-10-14,37500.0,Bukittinggi,10,2024,0,1,22.0,10.0,22.9,15.1,1.1,0.0,22.0,22.1,9.726666666666665,21.279999999999998,38750.0,38750.0
Cabai Merah,2024-10-15,38750.0,Bukittinggi,10,2024,1,1,21.5,0.7,15.72,12.3,0.5,0.2,22.1,22.0,9.73333333333333,21.259999999999998,37500.0,37500.0
Cabai Merah,2024-10-16,40000.0,Bukittinggi,10,2024,2,1,22.4,3.4,16.86,7.8,10.2,0.0,21.0,21.9,9.506666666666666,21.30666666666667,38750.0,38750.0
Cabai Merah,2024-10-17,40000.0,Bukittinggi,10,2024,3,1,21.3,2.4,18.98,11.1,5.5,0.0,21.2,21.6,9.403333333333332,21.31,40000.0,38750.0
Cabai Merah,2024-10-18,40000.0,Bukittinggi,10,2024,4,1,21.4,0.9,20.82,14.3,8.7,0.0,21.6,21.1,9.143333333333334,21.303333333333335,40000.0,38750.0
Cabai Merah,2024-10-21,41500.0,Bukittinggi,10,2024,0,1,21.8,0.0,25.27,14.2,4.6,11.3,21.1,21.0,8.99,21.326666666666668,40000.0,38750.0
Cabai Merah,2024-10-22,43500.0,Bukittinggi,10,2024,1,1,21.8,0.0,25.53,14.2,0.6,1.6,21.8,21.6,8.97,21.326666666666664,41500.0,38750.0
Cabai Merah,2024-10-23,42500.0,Bukittinggi,10,2024,2,1,21.6,0.0,24.63,15.7,0.9,2.7,21.6,21.3,8.94,21.326666666666668,43500.0,37500.0
Cabai Merah,2024-10-24,40750.0,Bukittinggi,10,2024,3,1,21.5,0.0,22.82,16.1,1.3,4.5,21.4,21.5,8.896666666666668,21.33,42500.0,38750.0
Cabai Merah,2024-10-25,39750.0,Bukittinggi,10,2024,4,1,21.3,0.0,24.29,14.8,4.8,12.4,21.2,21.2,8.736666666666668,21.333333333333332,40750.0,40000.0
Cabai Merah,2024-10-28,37750.0,Bukittinggi,10,2024,0,1,22.1,0.5,22.88,14.2,3.4,11.8,21.1,20.5,8.639999999999999,21.366666666666667,39750.0,40000.0
Cabai Merah,2024-10-29,36750.0,Bukittinggi,10,2024,1,1,22.1,0.4,24.7,14.3,31.9,13.9,20.4,20.6,7.59,21.423333333333336,37750.0,40000.0
Cabai Merah,2024-10-30,34250.0,Bukittinggi,10,2024,2,1,22.0,10.1,21.99,14.2,4.3,9.2,20.6,20.9,7.783333333333333,21.470000000000002,36750.0,41500.0
Cabai Merah,2024-10-31,34250.0,Bukittinggi,10,2024,3,1,21.3,4.4,14.23,12.6,1.3,0.6,20.9,21.2,7.886666666666667,21.483333333333334,34250.0,43500.0
Cabai Merah,2024-11-01,34250.0,Bukittinggi,11,2024,4,1,21.5,8.8,19.83,13.0,0.8,3.7,21.4,21.5,8.153333333333332,21.486666666666668,34250.0,42500.0
Cabai Merah,2024-11-04,34750.0,Bukittinggi,11,2024,0,1,21.6,0.5,19.41,8.2,0.3,0.0,22.6,21.4,8.16,21.453333333333333,34250.0,40750.0
Cabai Merah,2024-11-05,34750.0,Bukittinggi,11,2024,1,1,20.7,10.7,13.0,11.7,9.0,1.0,21.9,21.3,8.216666666666667,21.413333333333338,34750.0,39750.0
Cabai Merah,2024-11-06,34750.0,Bukittinggi,11,2024,2,1,20.6,9.0,9.99,7.8,3.8,5.4,21.5,21.4,8.389999999999999,21.383333333333333,34750.0,37750.0
Cabai Merah,2024-11-07,34750.0,Bukittinggi,11,2024,3,1,20.5,0.9,11.24,12.6,2.4,12.0,20.7,20.6,8.34,21.376666666666665,34750.0,36750.0
Cabai Merah,2024-11-08,34750.0,Bukittinggi,11,2024,4,1,21.8,1.8,16.27,11.3,12.1,20.5,21.6,20.9,7.996666666666666,21.383333333333333,34750.0,34250.0
Cabai Merah,2024-11-11,37000.0,Bukittinggi,11,2024,0,1,20.8,11.6,13.53,11.5,5.1,12.2,20.9,20.8,8.213333333333333,21.38,34750.0,34250.0
Cabai Merah,2024-11-12,38250.0,Bukittinggi,11,2024,1,1,21.4,5.7,15.09,9.3,17.4,11.5,20.8,19.9,7.823333333333333,21.4,37000.0,34250.0
Cabai Merah,2024-11-13,34750.0,Bukittinggi,11,2024,2,1,21.5,4.3,18.72,13.5,35.0,1.4,20.8,21.0,6.8,21.423333333333336,38250.0,34750.0
Cabai Merah,2024-11-14,34750.0,Bukittinggi,11,2024,3,1,21.6,2.9,17.22,9.2,9.6,8.8,20.7,20.8,6.576666666666666,21.453333333333333,34750.0,34750.0
Cabai Merah,2024-11-15,34750.0,Bukittinggi,11,2024,4,1,21.4,10.4,17.21,10.2,25.2,13.9,20.7,20.8,6.083333333333333,21.476666666666667,34750.0,34750.0
Cabai Merah,2024-11-18,36250.0,Bukittinggi,11,2024,0,1,21.2,7.8,18.99,14.2,14.0,14.6,21.4,20.6,5.876666666666667,21.470000000000002,34750.0,34750.0
Cabai Merah,2024-11-19,36250.0,Bukittinggi,11,2024,1,1,21.4,16.8,14.76,11.6,0.8,5.6,21.8,20.8,6.41,21.456666666666663,36250.0,34750.0
Cabai Merah,2024-11-20,36250.0,Bukittinggi,11,2024,2,1,21.4,22.5,16.4,13.3,11.8,0.2,21.5,21.9,6.766666666666667,21.45333333333333,36250.0,37000.0
Cabai Merah,2024-11-21,35250.0,Bukittinggi,11,2024,3,1,21.3,11.4,13.59,7.8,26.9,1.4,20.9,21.4,6.25,21.466666666666665,36250.0,38250.0
Cabai Merah,2024-11-22,35250.0,Bukittinggi,11,2024,4,1,21.6,10.5,17.18,6.6,29.6,4.8,21.2,21.7,5.613333333333332,21.480000000000004,35250.0,34750.0
Cabai Merah,2024-11-25,35000.0,Bukittinggi,11,2024,0,1,21.7,19.8,15.72,7.0,10.0,1.1,22.0,22.0,5.9399999999999995,21.470000000000002,35250.0,34750.0
Cabai Merah,2024-11-26,35000.0,Bukittinggi,11,2024,1,1,22.1,15.2,18.67,16.8,0.7,0.5,21.5,22.1,6.423333333333333,21.490000000000002,35000.0,34750.0
Cabai Merah,2024-11-27,35000.0,Bukittinggi,11,2024,2,1,20.8,12.3,7.67,10.2,3.4,10.2,22.4,21.0,6.72,21.436666666666664,35000.0,36250.0
Cabai Merah,2024-11-28,33750.0,Bukittinggi,11,2024,3,1,21.8,3.8,15.22,10.4,2.4,5.5,21.3,21.2,6.7666666666666675,21.453333333333333,35000.0,36250.0
Cabai Merah,2024-11-29,33750.0,Bukittinggi,11,2024,4,1,21.4,2.7,10.29,8.3,0.9,8.7,21.4,21.6,6.826666666666667,21.453333333333333,33750.0,36250.0
Cabai Merah,2024-12-02,33750.0,Bukittinggi,12,2024,0,1,21.8,10.7,13.64,14.7,0.0,4.6,21.8,21.1,7.183333333333334,21.45333333333333,33750.0,35250.0
Cabai Merah,2024-12-03,33000.0,Bukittinggi,12,2024,1,1,20.7,3.7,12.59,17.1,0.0,0.6,21.8,21.8,7.3066666666666675,21.416666666666668,33750.0,35250.0
Cabai Merah,2024-12-04,34250.0,Bukittinggi,12,2024,2,1,20.8,1.0,10.21,19.8,0.0,0.9,21.6,21.6,7.340000000000001,21.39,33000.0,35000.0
Cabai Merah,2024-12-05,33500.0,Bukittinggi,12,2024,3,1,21.1,0.6,13.18,23.2,0.0,1.3,21.5,21.4,7.36,21.376666666666665,34250.0,35000.0
Cabai Merah,2024-12-06,33500.0,Bukittinggi,12,2024,4,1,21.6,3.6,14.09,17.8,0.0,4.8,21.3,21.2,7.48,21.386666666666667,33500.0,35000.0
Cabai Merah,2024-12-09,33750.0,Bukittinggi,12,2024,0,1,21.9,0.5,18.37,16.6,0.5,3.4,22.1,21.1,7.48,21.38,33500.0,33750.0
Cabai Merah,2024-12-10,33750.0,Bukittinggi,12,2024,1,1,21.7,0.1,21.52,19.3,0.4,31.9,22.1,20.4,7.47,21.366666666666667,33750.0,33750.0
Cabai Merah,2024-12-11,33500.0,Bukittinggi,12,2024,2,1,21.0,2.3,15.98,20.8,10.1,4.3,22.0,20.6,7.21,21.333333333333332,33750.0,33750.0
Cabai Merah,2024-12-12,33500.0,Bukittinggi,12,2024,3,1,21.5,6.6,14.95,19.1,4.4,1.3,21.3,20.9,7.283333333333333,21.34,33500.0,33000.0
Cabai Merah,2024-12-13,37250.0,Bukittinggi,12,2024,4,1,20.4,14.4,5.43,19.9,8.8,0.8,21.5,21.4,7.47,21.303333333333335,33500.0,34250.0
Cabai Merah,2024-12-16,37750.0,Bukittinggi,12,2024,0,1,21.7,1.8,18.19,17.6,0.5,0.3,21.6,22.6,7.513333333333334,21.30666666666667,37250.0,33500.0
Cabai Merah,2024-12-17,37750.0,Bukittinggi,12,2024,1,1,21.7,6.0,16.24,12.5,10.7,9.0,20.7,21.9,7.356666666666667,21.339999999999996,37750.0,33500.0
Cabai Merah,2024-12-18,43250.0,Bukittinggi,12,2024,2,1,21.4,6.7,12.59,11.4,9.0,3.8,20.6,21.5,7.28,21.366666666666664,37750.0,33750.0
Cabai Merah,2024-12-19,45750.0,Bukittinggi,12,2024,3,1,21.5,7.7,14.92,14.2,0.9,2.4,20.5,20.7,7.506666666666666,21.4,43250.0,33750.0
Cabai Merah,2024-12-20,45750.0,Bukittinggi,12,2024,4,1,21.5,5.7,16.5,15.2,1.8,12.1,21.8,21.6,7.636666666666668,21.389999999999997,45750.0,33500.0
Cabai Merah,2024-12-23,49000.0,Bukittinggi,12,2024,0,1,20.2,23.7,6.95,18.2,11.6,5.1,20.8,20.9,8.04,21.37,45750.0,33500.0
Cabai Merah,2024-12-24,52250.0,Bukittinggi,12,2024,1,1,20.1,26.2,5.83,18.1,5.7,17.4,21.4,20.8,8.723333333333333,21.326666666666668,49000.0,37250.0
Cabai Merah,2024-12-25,52250.0,Bukittinggi,12,2024,2,1,21.5,3.5,23.31,14.5,4.3,35.0,21.5,20.8,8.696666666666665,21.326666666666664,52250.0,37750.0
Cabai Merah,2024-12-26,52250.0,Bukittinggi,12,2024,3,1,21.4,2.7,17.1,12.2,2.9,9.6,21.6,20.7,8.690000000000001,21.32,52250.0,37750.0
Cabai Merah,2024-12-27,50500.0,Bukittinggi,12,2024,4,1,21.8,1.6,20.65,6.1,10.4,25.2,21.4,20.7,8.396666666666667,21.333333333333332,52250.0,43250.0
Cabai Merah,2024-12-30,60000.0,Bukittinggi,12,2024,0,1,20.8,1.9,15.63,7.2,7.8,14.0,21.2,21.4,8.2,21.32,50500.0,45750.0
Cabai Merah,2024-12-31,60000.0,Bukittinggi,12,2024,1,1,21.2,0.0,22.38,12.8,16.8,0.8,21.4,21.8,7.64,21.313333333333333,60000.0,45750.0
Cabai Merah,2025-01-01,60000.0,Bukittinggi,1,2025,2,1,21.5,0.0,21.75,14.9,22.5,11.8,21.4,21.5,6.89,21.316666666666666,60000.0,49000.0
Cabai Merah,2025-01-02,55500.0,Bukittinggi,1,2025,3,1,21.5,0.9,17.93,10.8,11.4,26.9,21.3,20.9,6.540000000000001,21.32333333333333,60000.0,52250.0
Cabai Merah,2025-01-03,54250.0,Bukittinggi,1,2025,4,1,21.0,0.4,16.83,10.5,10.5,29.6,21.6,21.2,6.203333333333334,21.30333333333333,55500.0,52250.0
Cabai Merah,2025-01-06,51000.0,Bukittinggi,1,2025,0,1,20.3,11.0,12.15,8.9,19.8,10.0,21.7,22.0,5.91,21.256666666666668,54250.0,52250.0
Cabai Merah,2025-01-07,49750.0,Bukittinggi,1,2025,1,1,20.7,5.0,15.62,17.2,15.2,0.7,22.1,21.5,5.570000000000001,21.209999999999997,51000.0,50500.0
Cabai Merah,2025-01-08,49750.0,Bukittinggi,1,2025,2,1,21.0,9.6,17.94,10.0,12.3,3.4,20.8,22.4,5.48,21.216666666666665,49750.0,60000.0
Cabai Merah,2025-01-09,53000.0,Bukittinggi,1,2025,3,1,20.8,14.6,18.96,12.0,3.8,2.4,21.8,21.3,5.84,21.183333333333334,49750.0,60000.0
Cabai Merah,2025-01-10,54750.0,Bukittinggi,1,2025,4,1,21.0,1.1,19.73,15.2,2.7,0.9,21.4,21.4,5.786666666666666,21.17,53000.0,60000.0
Cabai Merah,2025-01-13,55000.0,Bukittinggi,1,2025,0,1,20.3,19.0,14.39,13.7,10.7,0.0,21.8,21.8,6.0633333333333335,21.119999999999997,54750.0,55500.0
Cabai Merah,2025-01-14,55000.0,Bukittinggi,1,2025,1,1,20.5,14.2,13.77,11.7,3.7,0.0,20.7,21.8,6.413333333333333,21.113333333333333,55000.0,54250.0
Cabai Merah,2025-01-15,62500.0,Bukittinggi,1,2025,2,1,20.7,6.0,12.6,10.2,1.0,0.0,20.8,21.6,6.58,21.11,55000.0,51000.0
Cabai Merah,2025-01-16,63750.0,Bukittinggi,1,2025,3,1,20.7,22.8,15.15,8.7,0.6,0.0,21.1,21.5,7.319999999999999,21.096666666666668,62500.0,49750.0
Cabai Merah,2025-01-17,62500.0,Bukittinggi,1,2025,4,1,20.4,5.9,13.92,15.3,3.6,0.0,21.6,21.3,7.3966666666666665,21.05666666666667,63750.0,49750.0
Cabai Merah,2025-01-20,71750.0,Bukittinggi,1,2025,0,1,20.6,2.4,16.48,10.5,0.5,0.5,21.9,22.1,7.46,21.013333333333332,62500.0,53000.0
Cabai Merah,2025-01-21,80000.0,Bukittinggi,1,2025,1,1,20.6,10.5,13.49,8.8,0.1,0.4,21.7,22.1,7.8066666666666675,20.976666666666667,71750.0,54750.0
Cabai Merah,2025-01-22,80000.0,Bukittinggi,1,2025,2,1,20.5,12.1,12.16,6.8,2.3,10.1,21.0,22.0,8.133333333333333,20.959999999999997,80000.0,55000.0
Cabai Merah,2025-01-23,71250.0,Bukittinggi,1,2025,3,1,20.6,21.5,13.43,10.7,6.6,4.4,21.5,21.3,8.629999999999999,20.93,80000.0,55000.0
Cabai Merah,2025-01-24,72500.0,Bukittinggi,1,2025,4,1,20.8,2.2,14.21,13.1,14.4,8.8,20.4,21.5,8.223333333333333,20.94333333333333,71250.0,62500.0
Cabai Merah,2025-01-27,72500.0,Bukittinggi,1,2025,0,1,20.4,20.6,12.82,8.0,1.8,0.5,21.7,21.6,8.85,20.9,72500.0,63750.0
Cabai Merah,2025-01-28,72500.0,Bukittinggi,1,2025,1,1,21.1,12.0,15.64,6.7,6.0,10.7,21.7,20.7,9.05,20.880000000000003,72500.0,62500.0
Cabai Merah,2025-01-29,72500.0,Bukittinggi,1,2025,2,1,20.5,6.2,18.4,10.0,6.7,9.0,21.4,20.6,9.033333333333333,20.85,72500.0,71750.0
Cabai Merah,2025-01-30,76250.0,Bukittinggi,1,2025,3,1,20.2,2.0,17.84,10.6,7.7,0.9,21.5,20.5,8.843333333333334,20.80666666666667,72500.0,80000.0
Cabai Merah,2025-01-31,77500.0,Bukittinggi,1,2025,4,1,20.9,3.1,20.26,12.0,5.7,1.8,21.5,21.8,8.756666666666668,20.78666666666667,76250.0,80000.0
Cabai Merah,2025-02-03,78750.0,Bukittinggi,2,2025,0,1,21.5,5.2,17.27,7.0,23.7,11.6,20.2,20.8,8.14,20.83,77500.0,71250.0
Cabai Merah,2025-02-04,80000.0,Bukittinggi,2,2025,1,1,21.4,2.2,18.26,6.4,26.2,5.7,20.1,21.4,7.34,20.87333333333333,78750.0,72500.0
Cabai Merah,2025-02-05,77500.0,Bukittinggi,2,2025,2,1,20.7,5.8,14.65,7.8,3.5,4.3,21.5,21.5,7.416666666666667,20.846666666666668,80000.0,72500.0
Cabai Merah,2025-02-06,72500.0,Bukittinggi,2,2025,3,1,21.2,6.8,20.37,10.9,2.7,2.9,21.4,21.6,7.553333333333333,20.84,77500.0,72500.0
Cabai Merah,2025-02-07,62500.0,Bukittinggi,2,2025,4,1,20.8,6.4,15.9,13.0,1.6,10.4,21.8,21.4,7.713333333333334,20.80666666666667,72500.0,72500.0
Cabai Merah,2025-02-10,60000.0,Bukittinggi,2,2025,0,1,21.3,0.8,21.51,12.6,1.9,7.8,20.8,21.2,7.676666666666667,20.82333333333333,62500.0,76250.0
Cabai Merah,2025-02-11,60000.0,Bukittinggi,2,2025,1,1,21.4,4.2,19.34,10.7,0.0,16.8,21.2,21.4,7.816666666666666,20.830000000000002,60000.0,77500.0
Cabai Merah,2025-02-12,58750.0,Bukittinggi,2,2025,2,1,21.7,1.3,21.3,10.0,0.0,22.5,21.5,21.4,7.86,20.836666666666666,60000.0,78750.0
Cabai Merah,2025-02-13,56250.0,Bukittinggi,2,2025,3,1,21.5,9.9,21.61,6.8,0.9,11.4,21.5,21.3,8.16,20.836666666666666,58750.0,80000.0
Cabai Merah,2025-02-14,56250.0,Bukittinggi,2,2025,4,1,20.8,7.4,15.34,7.8,0.4,10.5,21.0,21.6,8.393333333333333,20.830000000000002,56250.0,77500.0
Cabai Merah,2025-02-17,52500.0,Bukittinggi,2,2025,0,1,21.7,3.0,22.79,9.1,11.0,19.8,20.3,21.7,8.126666666666667,20.876666666666665,56250.0,72500.0
Cabai Merah,2025-02-18,52000.0,Bukittinggi,2,2025,1,1,20.9,4.6,14.17,11.4,5.0,15.2,20.7,22.1,8.113333333333333,20.883333333333333,52500.0,62500.0
Cabai Merah,2025-02-19,45750.0,Bukittinggi,2,2025,2,1,20.5,11.9,16.44,11.0,9.6,12.3,21.0,20.8,8.19,20.866666666666667,52000.0,60000.0
Cabai Merah,2025-02-20,44750.0,Bukittinggi,2,2025,3,1,21.0,2.9,16.24,11.6,14.6,3.8,20.8,21.8,7.8,20.87333333333333,45750.0,60000.0
Cabai Merah,2025-02-21,44750.0,Bukittinggi,2,2025,4,1,20.6,2.9,14.42,6.8,1.1,2.7,21.0,21.4,7.86,20.86,44750.0,58750.0
Cabai Merah,2025-02-24,54500.0,Bukittinggi,2,2025,0,1,20.8,23.4,14.46,7.6,19.0,10.7,20.3,21.8,8.006666666666668,20.87666666666667,44750.0,56250.0
Cabai Merah,2025-02-25,54500.0,Bukittinggi,2,2025,1,1,20.6,10.9,14.1,11.7,14.2,3.7,20.5,20.7,7.896666666666666,20.88,54500.0,56250.0
Cabai Merah,2025-02-26,58250.0,Bukittinggi,2,2025,2,1,20.8,8.4,18.68,15.4,6.0,1.0,20.7,20.8,7.976666666666666,20.883333333333333,54500.0,52500.0
Cabai Merah,2025-02-27,58750.0,Bukittinggi,2,2025,3,1,20.4,2.9,10.8,10.3,22.8,0.6,20.7,21.1,7.3133333333333335,20.873333333333335,58250.0,52000.0
Cabai Merah,2025-02-28,55000.0,Bukittinggi,2,2025,4,1,21.2,8.8,20.53,15.0,5.9,3.6,20.4,21.6,7.41,20.9,58750.0,45750.0
Cabai Merah,2025-03-03,66250.0,Bukittinggi,3,2025,0,1,21.0,8.2,13.47,7.9,2.4,0.5,20.6,21.9,7.6033333333333335,20.913333333333338,55000.0,44750.0
Cabai Merah,2025-03-04,70000.0,Bukittinggi,3,2025,1,1,21.2,23.1,15.3,10.2,10.5,0.1,20.6,21.7,8.023333333333333,20.933333333333334,66250.0,44750.0
Cabai Merah,2025-03-05,56250.0,Bukittinggi,3,2025,2,1,20.9,10.2,12.85,19.9,12.1,2.3,20.5,21.0,7.96,20.946666666666665,70000.0,54500.0
Cabai Merah,2025-03-06,52000.0,Bukittinggi,3,2025,3,1,21.4,5.8,12.36,22.6,21.5,6.6,20.6,21.5,7.4366666666666665,20.973333333333336,56250.0,54500.0
Cabai Merah,2025-03-07,51250.0,Bukittinggi,3,2025,4,1,21.9,0.3,18.2,12.5,2.2,14.4,20.8,20.4,7.373333333333334,21.01,52000.0,58250.0
Cabai Merah,2025-03-10,47500.0,Bukittinggi,3,2025,0,1,21.2,2.5,19.57,12.2,20.6,1.8,20.4,21.7,6.77,21.036666666666665,51250.0,58750.0
Cabai Merah,2025-03-11,45000.0,Bukittinggi,3,2025,1,1,21.2,7.1,19.94,13.2,12.0,6.0,21.1,21.7,6.6066666666666665,21.040000000000003,47500.0,55000.0
Cabai Merah,2025-03-12,40000.0,Bukittinggi,3,2025,2,1,21.4,12.3,18.49,12.0,6.2,6.7,20.5,21.4,6.8100000000000005,21.07,45000.0,66250.0
Cabai Merah,2025-03-13,40000.0,Bukittinggi,3,2025,3,1,21.4,7.2,16.17,7.8,2.0,7.7,20.2,21.5,6.983333333333333,21.11,40000.0,70000.0
Cabai Merah,2025-03-14,41250.0,Bukittinggi,3,2025,4,1,20.6,11.6,7.96,5.1,3.1,5.7,20.9,21.5,7.266666666666667,21.1,40000.0,56250.0
Cabai Merah,2025-03-17,43250.0,Bukittinggi,3,2025,0,1,20.5,4.0,8.83,4.8,5.2,23.7,21.5,20.2,7.226666666666666,21.066666666666666,41250.0,52000.0
Cabai Merah,2025-03-18,42250.0,Bukittinggi,3,2025,1,1,21.3,2.7,23.16,18.0,2.2,26.2,21.4,20.1,7.243333333333334,21.063333333333336,43250.0,51250.0
Cabai Merah,2025-03-19,41250.0,Bukittinggi,3,2025,2,1,20.1,9.3,7.66,7.0,5.8,3.5,20.7,21.5,7.359999999999999,21.043333333333333,42250.0,47500.0
Cabai Merah,2025-03-20,46000.0,Bukittinggi,3,2025,3,1,19.8,11.2,11.52,11.7,6.8,2.7,21.2,21.4,7.506666666666667,20.996666666666666,41250.0,45000.0
Cabai Merah,2025-03-21,47250.0,Bukittinggi,3,2025,4,1,20.8,1.6,22.82,17.6,6.4,1.6,20.8,21.8,7.346666666666667,20.996666666666666,46000.0,40000.0
